Time_lapsed (hr:mm:ss) --> 00:00:02, Epoch: 1, Training loss: 7.1250267
Time_lapsed (hr:mm:ss) --> 01:02:51, Epoch: 206, Training loss: 3.3328488
Time_lapsed (hr:mm:ss) --> 01:02:52, Epoch: 206, Training loss: 3.6399767
Time_lapsed (hr:mm:ss) --> 01:02:54, Epoch: 206, Training loss: 3.5748415
Time_lapsed (hr:mm:ss) --> 01:02:56, Epoch: 206, Training loss: 3.095719
Time_lapsed (hr:mm:ss) --> 01:02:58, Epoch: 206, Training loss: 3.2196732
Time_lapsed (hr:mm:ss) --> 01:03:00, Epoch: 206, Training loss: 3.8717792
Time_lapsed (hr:mm:ss) --> 01:03:04, Epoch: 207, Training loss: 3.653079
Time_lapsed (hr:mm:ss) --> 01:03:05, Epoch: 207, Training loss: 4.5420113
Time_lapsed (hr:mm:ss) --> 01:03:07, Epoch: 207, Training loss: 3.3260353
Time_lapsed (hr:mm:ss) --> 01:03:09, Epoch: 207, Training loss: 4.048934
Time_lapsed (hr:mm:ss) --> 01:03:11, Epoch: 207, Training loss: 3.7108889
Time_lapsed (hr:mm:ss) --> 01:03:13, Epoch: 207, Training loss: 3.5780947
Time_lapsed (hr:mm:ss) --> 01:03:15, Epoch: 207, Training loss: 3.3807192
Time_lapsed (hr:mm:ss) --> 01:03:16, Epoch: 207, Training loss: 3.7011676
Time_lapsed (hr:mm:ss) --> 01:03:18, Epoch: 207, Training loss: 3.680098
Time_lapsed (hr:mm:ss) --> 01:03:22, Epoch: 208, Training loss: 3.6869729
Time_lapsed (hr:mm:ss) --> 01:03:24, Epoch: 208, Training loss: 3.7188146
Time_lapsed (hr:mm:ss) --> 01:03:26, Epoch: 208, Training loss: 3.1621554
Time_lapsed (hr:mm:ss) --> 01:03:27, Epoch: 208, Training loss: 3.054758
Time_lapsed (hr:mm:ss) --> 01:03:29, Epoch: 208, Training loss: 3.3390627
Time_lapsed (hr:mm:ss) --> 01:03:31, Epoch: 208, Training loss: 3.4631908
Time_lapsed (hr:mm:ss) --> 01:03:33, Epoch: 208, Training loss: 3.1697457
Time_lapsed (hr:mm:ss) --> 01:03:35, Epoch: 208, Training loss: 3.4347975
Time_lapsed (hr:mm:ss) --> 01:03:37, Epoch: 208, Training loss: 3.5084302
Time_lapsed (hr:mm:ss) --> 01:03:40, Epoch: 209, Training loss: 3.5528138
Time_lapsed (hr:mm:ss) --> 01:03:42, Epoch: 209, Training loss: 3.4983768
Time_lapsed (hr:mm:ss) --> 01:03:44, Epoch: 209, Training loss: 3.2374637
Time_lapsed (hr:mm:ss) --> 01:03:46, Epoch: 209, Training loss: 3.7565753
Time_lapsed (hr:mm:ss) --> 01:03:48, Epoch: 209, Training loss: 3.684722
Time_lapsed (hr:mm:ss) --> 01:03:50, Epoch: 209, Training loss: 3.665883
Time_lapsed (hr:mm:ss) --> 01:03:51, Epoch: 209, Training loss: 3.2322116
Time_lapsed (hr:mm:ss) --> 01:03:53, Epoch: 209, Training loss: 3.8127205
Time_lapsed (hr:mm:ss) --> 01:03:55, Epoch: 209, Training loss: 3.317252
Time_lapsed (hr:mm:ss) --> 01:03:59, Epoch: 210, Training loss: 3.3840516
Time_lapsed (hr:mm:ss) --> 01:04:01, Epoch: 210, Training loss: 3.6253986
Time_lapsed (hr:mm:ss) --> 01:04:03, Epoch: 210, Training loss: 3.0885367
Time_lapsed (hr:mm:ss) --> 01:04:04, Epoch: 210, Training loss: 3.9869468
Time_lapsed (hr:mm:ss) --> 01:04:06, Epoch: 210, Training loss: 3.6249228
Time_lapsed (hr:mm:ss) --> 01:04:08, Epoch: 210, Training loss: 3.5916045
Time_lapsed (hr:mm:ss) --> 01:04:10, Epoch: 210, Training loss: 3.4267218
Time_lapsed (hr:mm:ss) --> 01:04:12, Epoch: 210, Training loss: 3.14049
Time_lapsed (hr:mm:ss) --> 01:04:14, Epoch: 210, Training loss: 3.2640672
Time_lapsed (hr:mm:ss) --> 01:04:17, Epoch: 211, Training loss: 3.581305
Time_lapsed (hr:mm:ss) --> 01:04:19, Epoch: 211, Training loss: 3.6373646
Time_lapsed (hr:mm:ss) --> 01:04:21, Epoch: 211, Training loss: 3.291658
Time_lapsed (hr:mm:ss) --> 01:04:23, Epoch: 211, Training loss: 3.2537591
Time_lapsed (hr:mm:ss) --> 01:04:25, Epoch: 211, Training loss: 3.3710322
Time_lapsed (hr:mm:ss) --> 01:04:26, Epoch: 211, Training loss: 3.1184437
Time_lapsed (hr:mm:ss) --> 01:04:28, Epoch: 211, Training loss: 3.3594735
Time_lapsed (hr:mm:ss) --> 01:04:30, Epoch: 211, Training loss: 3.0649526
Time_lapsed (hr:mm:ss) --> 01:04:32, Epoch: 211, Training loss: 3.2113183
Time_lapsed (hr:mm:ss) --> 01:04:36, Epoch: 212, Training loss: 3.6804671
Time_lapsed (hr:mm:ss) --> 01:04:38, Epoch: 212, Training loss: 3.9456687
Time_lapsed (hr:mm:ss) --> 01:04:40, Epoch: 212, Training loss: 3.2378783
Time_lapsed (hr:mm:ss) --> 01:04:41, Epoch: 212, Training loss: 3.8492932
Time_lapsed (hr:mm:ss) --> 01:04:43, Epoch: 212, Training loss: 3.4823282
Time_lapsed (hr:mm:ss) --> 01:04:45, Epoch: 212, Training loss: 3.5736
Time_lapsed (hr:mm:ss) --> 01:04:47, Epoch: 212, Training loss: 3.2193065
Time_lapsed (hr:mm:ss) --> 01:04:49, Epoch: 212, Training loss: 3.3471289
Time_lapsed (hr:mm:ss) --> 01:04:51, Epoch: 212, Training loss: 3.8182666
Time_lapsed (hr:mm:ss) --> 01:04:54, Epoch: 213, Training loss: 3.4263043
Time_lapsed (hr:mm:ss) --> 01:04:56, Epoch: 213, Training loss: 4.2769265
Time_lapsed (hr:mm:ss) --> 01:04:58, Epoch: 213, Training loss: 3.0976286
Time_lapsed (hr:mm:ss) --> 01:05:00, Epoch: 213, Training loss: 3.3964853
Time_lapsed (hr:mm:ss) --> 01:05:02, Epoch: 213, Training loss: 3.7308261
Time_lapsed (hr:mm:ss) --> 01:05:03, Epoch: 213, Training loss: 3.700045
Time_lapsed (hr:mm:ss) --> 01:05:05, Epoch: 213, Training loss: 3.326878
Time_lapsed (hr:mm:ss) --> 01:05:07, Epoch: 213, Training loss: 4.255188
Time_lapsed (hr:mm:ss) --> 01:05:09, Epoch: 213, Training loss: 3.6556506
Time_lapsed (hr:mm:ss) --> 01:05:13, Epoch: 214, Training loss: 3.5041838
Time_lapsed (hr:mm:ss) --> 01:05:15, Epoch: 214, Training loss: 3.3515255
Time_lapsed (hr:mm:ss) --> 01:05:16, Epoch: 214, Training loss: 3.1341078
Time_lapsed (hr:mm:ss) --> 01:05:18, Epoch: 214, Training loss: 3.4208167
Time_lapsed (hr:mm:ss) --> 01:05:20, Epoch: 214, Training loss: 3.2783911
Time_lapsed (hr:mm:ss) --> 01:05:22, Epoch: 214, Training loss: 3.261419
Time_lapsed (hr:mm:ss) --> 01:05:24, Epoch: 214, Training loss: 3.4451494
Time_lapsed (hr:mm:ss) --> 01:05:26, Epoch: 214, Training loss: 3.1414173
Time_lapsed (hr:mm:ss) --> 01:05:27, Epoch: 214, Training loss: 3.5991244
Time_lapsed (hr:mm:ss) --> 01:05:31, Epoch: 215, Training loss: 3.265784
Time_lapsed (hr:mm:ss) --> 01:05:33, Epoch: 215, Training loss: 3.7617292
Time_lapsed (hr:mm:ss) --> 01:05:35, Epoch: 215, Training loss: 3.5314
Time_lapsed (hr:mm:ss) --> 01:05:37, Epoch: 215, Training loss: 3.336386
Time_lapsed (hr:mm:ss) --> 01:05:39, Epoch: 215, Training loss: 3.5155933
Time_lapsed (hr:mm:ss) --> 01:05:40, Epoch: 215, Training loss: 3.40996
Time_lapsed (hr:mm:ss) --> 01:05:42, Epoch: 215, Training loss: 2.9674544
Time_lapsed (hr:mm:ss) --> 01:05:44, Epoch: 215, Training loss: 3.4140553
Time_lapsed (hr:mm:ss) --> 01:05:46, Epoch: 215, Training loss: 3.7677145
Time_lapsed (hr:mm:ss) --> 01:05:50, Epoch: 216, Training loss: 3.735156
Time_lapsed (hr:mm:ss) --> 01:05:51, Epoch: 216, Training loss: 4.081554
Time_lapsed (hr:mm:ss) --> 01:05:53, Epoch: 216, Training loss: 3.0471187
Time_lapsed (hr:mm:ss) --> 01:05:55, Epoch: 216, Training loss: 3.2593074
Time_lapsed (hr:mm:ss) --> 01:05:57, Epoch: 216, Training loss: 3.215574
Time_lapsed (hr:mm:ss) --> 01:05:59, Epoch: 216, Training loss: 3.3449945
Time_lapsed (hr:mm:ss) --> 01:06:01, Epoch: 216, Training loss: 3.4586344
Time_lapsed (hr:mm:ss) --> 01:06:02, Epoch: 216, Training loss: 3.4699376
Time_lapsed (hr:mm:ss) --> 01:06:04, Epoch: 216, Training loss: 3.4407372
Time_lapsed (hr:mm:ss) --> 01:06:08, Epoch: 217, Training loss: 3.387014
Time_lapsed (hr:mm:ss) --> 01:06:10, Epoch: 217, Training loss: 3.7733207
Time_lapsed (hr:mm:ss) --> 01:06:12, Epoch: 217, Training loss: 3.0196257
Time_lapsed (hr:mm:ss) --> 01:06:13, Epoch: 217, Training loss: 3.9487417
Time_lapsed (hr:mm:ss) --> 01:06:15, Epoch: 217, Training loss: 3.4676516
Time_lapsed (hr:mm:ss) --> 01:06:17, Epoch: 217, Training loss: 3.6921673
Time_lapsed (hr:mm:ss) --> 01:06:19, Epoch: 217, Training loss: 3.0619974
Time_lapsed (hr:mm:ss) --> 01:06:21, Epoch: 217, Training loss: 3.220392
Time_lapsed (hr:mm:ss) --> 01:06:23, Epoch: 217, Training loss: 3.9366353
Time_lapsed (hr:mm:ss) --> 01:06:26, Epoch: 218, Training loss: 3.35771
Time_lapsed (hr:mm:ss) --> 01:06:28, Epoch: 218, Training loss: 4.1289067
Time_lapsed (hr:mm:ss) --> 01:06:30, Epoch: 218, Training loss: 3.1561236
Time_lapsed (hr:mm:ss) --> 01:06:32, Epoch: 218, Training loss: 3.3358448
Time_lapsed (hr:mm:ss) --> 01:06:34, Epoch: 218, Training loss: 3.4839482
Time_lapsed (hr:mm:ss) --> 01:06:35, Epoch: 218, Training loss: 3.5953012
Time_lapsed (hr:mm:ss) --> 01:06:37, Epoch: 218, Training loss: 3.2368608
Time_lapsed (hr:mm:ss) --> 01:06:39, Epoch: 218, Training loss: 3.214271
Time_lapsed (hr:mm:ss) --> 01:06:41, Epoch: 218, Training loss: 3.4231827
Time_lapsed (hr:mm:ss) --> 01:06:45, Epoch: 219, Training loss: 3.1662638
Time_lapsed (hr:mm:ss) --> 01:06:47, Epoch: 219, Training loss: 3.9279642
Time_lapsed (hr:mm:ss) --> 01:06:48, Epoch: 219, Training loss: 3.3265815
Time_lapsed (hr:mm:ss) --> 01:06:50, Epoch: 219, Training loss: 3.4197583
Time_lapsed (hr:mm:ss) --> 01:06:52, Epoch: 219, Training loss: 3.617465
Time_lapsed (hr:mm:ss) --> 01:06:54, Epoch: 219, Training loss: 3.556861
Time_lapsed (hr:mm:ss) --> 01:06:56, Epoch: 219, Training loss: 3.261466
Time_lapsed (hr:mm:ss) --> 01:06:58, Epoch: 219, Training loss: 3.520167
Time_lapsed (hr:mm:ss) --> 01:06:59, Epoch: 219, Training loss: 3.44062
Time_lapsed (hr:mm:ss) --> 01:07:03, Epoch: 220, Training loss: 3.1701806
Time_lapsed (hr:mm:ss) --> 01:07:05, Epoch: 220, Training loss: 3.5121753
Time_lapsed (hr:mm:ss) --> 01:07:07, Epoch: 220, Training loss: 3.1325903
Time_lapsed (hr:mm:ss) --> 01:07:09, Epoch: 220, Training loss: 3.146956
Time_lapsed (hr:mm:ss) --> 01:07:10, Epoch: 220, Training loss: 3.2022233
Time_lapsed (hr:mm:ss) --> 01:07:12, Epoch: 220, Training loss: 3.812066
Time_lapsed (hr:mm:ss) --> 01:07:14, Epoch: 220, Training loss: 3.0261745
Time_lapsed (hr:mm:ss) --> 01:07:16, Epoch: 220, Training loss: 3.182267
Time_lapsed (hr:mm:ss) --> 01:07:18, Epoch: 220, Training loss: 3.775777
Time_lapsed (hr:mm:ss) --> 01:07:21, Epoch: 221, Training loss: 3.5152044
Time_lapsed (hr:mm:ss) --> 01:07:23, Epoch: 221, Training loss: 4.0871534
Time_lapsed (hr:mm:ss) --> 01:07:25, Epoch: 221, Training loss: 3.4144487
Time_lapsed (hr:mm:ss) --> 01:07:27, Epoch: 221, Training loss: 4.1900153
Time_lapsed (hr:mm:ss) --> 01:07:29, Epoch: 221, Training loss: 3.2376046
Time_lapsed (hr:mm:ss) --> 01:07:31, Epoch: 221, Training loss: 3.5014658
Time_lapsed (hr:mm:ss) --> 01:07:33, Epoch: 221, Training loss: 2.7312155
Time_lapsed (hr:mm:ss) --> 01:07:34, Epoch: 221, Training loss: 3.430249
Time_lapsed (hr:mm:ss) --> 01:07:36, Epoch: 221, Training loss: 3.483356
Time_lapsed (hr:mm:ss) --> 01:07:40, Epoch: 222, Training loss: 3.3870053
Time_lapsed (hr:mm:ss) --> 01:07:42, Epoch: 222, Training loss: 3.8684933
Time_lapsed (hr:mm:ss) --> 01:07:44, Epoch: 222, Training loss: 3.1975923
Time_lapsed (hr:mm:ss) --> 01:07:46, Epoch: 222, Training loss: 3.210777
Time_lapsed (hr:mm:ss) --> 01:07:47, Epoch: 222, Training loss: 3.2175963
Time_lapsed (hr:mm:ss) --> 01:07:49, Epoch: 222, Training loss: 3.2524478
Time_lapsed (hr:mm:ss) --> 01:07:51, Epoch: 222, Training loss: 3.0289428
Time_lapsed (hr:mm:ss) --> 01:07:53, Epoch: 222, Training loss: 3.5693502
Time_lapsed (hr:mm:ss) --> 01:07:55, Epoch: 222, Training loss: 3.806427
Time_lapsed (hr:mm:ss) --> 01:07:58, Epoch: 223, Training loss: 3.3859909
Time_lapsed (hr:mm:ss) --> 01:08:00, Epoch: 223, Training loss: 4.086171
Time_lapsed (hr:mm:ss) --> 01:08:02, Epoch: 223, Training loss: 2.8163927
Time_lapsed (hr:mm:ss) --> 01:08:04, Epoch: 223, Training loss: 4.029949
Time_lapsed (hr:mm:ss) --> 01:08:06, Epoch: 223, Training loss: 3.6332772
Time_lapsed (hr:mm:ss) --> 01:08:08, Epoch: 223, Training loss: 3.7457538
Time_lapsed (hr:mm:ss) --> 01:08:09, Epoch: 223, Training loss: 3.236292
Time_lapsed (hr:mm:ss) --> 01:08:11, Epoch: 223, Training loss: 3.4396515
Time_lapsed (hr:mm:ss) --> 01:08:13, Epoch: 223, Training loss: 3.7407131
Time_lapsed (hr:mm:ss) --> 01:08:17, Epoch: 224, Training loss: 3.1597693
Time_lapsed (hr:mm:ss) --> 01:08:19, Epoch: 224, Training loss: 3.7573972
Time_lapsed (hr:mm:ss) --> 01:08:20, Epoch: 224, Training loss: 2.9118032
Time_lapsed (hr:mm:ss) --> 01:08:22, Epoch: 224, Training loss: 4.1422024
Time_lapsed (hr:mm:ss) --> 01:08:24, Epoch: 224, Training loss: 3.3419406
Time_lapsed (hr:mm:ss) --> 01:08:26, Epoch: 224, Training loss: 3.4277642
Time_lapsed (hr:mm:ss) --> 01:08:28, Epoch: 224, Training loss: 3.1647086
Time_lapsed (hr:mm:ss) --> 01:08:30, Epoch: 224, Training loss: 3.345027
Time_lapsed (hr:mm:ss) --> 01:08:31, Epoch: 224, Training loss: 3.9657993
Time_lapsed (hr:mm:ss) --> 01:08:35, Epoch: 225, Training loss: 3.702449
Time_lapsed (hr:mm:ss) --> 01:08:37, Epoch: 225, Training loss: 3.6794908
Time_lapsed (hr:mm:ss) --> 01:08:39, Epoch: 225, Training loss: 3.3790007
Time_lapsed (hr:mm:ss) --> 01:08:41, Epoch: 225, Training loss: 3.6694832
Time_lapsed (hr:mm:ss) --> 01:08:43, Epoch: 225, Training loss: 3.5936809
Time_lapsed (hr:mm:ss) --> 01:08:44, Epoch: 225, Training loss: 3.48678
Time_lapsed (hr:mm:ss) --> 01:08:46, Epoch: 225, Training loss: 3.177007
Time_lapsed (hr:mm:ss) --> 01:08:48, Epoch: 225, Training loss: 3.171839
Time_lapsed (hr:mm:ss) --> 01:08:50, Epoch: 225, Training loss: 3.762847
Time_lapsed (hr:mm:ss) --> 01:08:54, Epoch: 226, Training loss: 3.5247126
Time_lapsed (hr:mm:ss) --> 01:08:55, Epoch: 226, Training loss: 3.7028844
Time_lapsed (hr:mm:ss) --> 01:08:57, Epoch: 226, Training loss: 2.8880973
Time_lapsed (hr:mm:ss) --> 01:08:59, Epoch: 226, Training loss: 3.5864038
Time_lapsed (hr:mm:ss) --> 01:09:01, Epoch: 226, Training loss: 3.581142
Time_lapsed (hr:mm:ss) --> 01:09:03, Epoch: 226, Training loss: 3.8232777
Time_lapsed (hr:mm:ss) --> 01:09:04, Epoch: 226, Training loss: 3.1657376
Time_lapsed (hr:mm:ss) --> 01:09:06, Epoch: 226, Training loss: 3.5546525
Time_lapsed (hr:mm:ss) --> 01:09:08, Epoch: 226, Training loss: 3.3801398
Time_lapsed (hr:mm:ss) --> 01:09:12, Epoch: 227, Training loss: 3.3734004
Time_lapsed (hr:mm:ss) --> 01:09:14, Epoch: 227, Training loss: 3.657598
Time_lapsed (hr:mm:ss) --> 01:09:16, Epoch: 227, Training loss: 2.9335842
Time_lapsed (hr:mm:ss) --> 01:09:17, Epoch: 227, Training loss: 2.8840218
Time_lapsed (hr:mm:ss) --> 01:09:19, Epoch: 227, Training loss: 3.3319588
Time_lapsed (hr:mm:ss) --> 01:09:21, Epoch: 227, Training loss: 3.3067236
Time_lapsed (hr:mm:ss) --> 01:09:23, Epoch: 227, Training loss: 3.1901112
Time_lapsed (hr:mm:ss) --> 01:09:25, Epoch: 227, Training loss: 3.7043786
Time_lapsed (hr:mm:ss) --> 01:09:27, Epoch: 227, Training loss: 3.1932545
Time_lapsed (hr:mm:ss) --> 01:09:30, Epoch: 228, Training loss: 3.4563363
Time_lapsed (hr:mm:ss) --> 01:09:32, Epoch: 228, Training loss: 3.6929584
Time_lapsed (hr:mm:ss) --> 01:09:34, Epoch: 228, Training loss: 3.3472075
Time_lapsed (hr:mm:ss) --> 01:09:36, Epoch: 228, Training loss: 3.0429382
Time_lapsed (hr:mm:ss) --> 01:09:38, Epoch: 228, Training loss: 3.5504515
Time_lapsed (hr:mm:ss) --> 01:09:40, Epoch: 228, Training loss: 3.2257373
Time_lapsed (hr:mm:ss) --> 01:09:41, Epoch: 228, Training loss: 3.2988577
Time_lapsed (hr:mm:ss) --> 01:09:43, Epoch: 228, Training loss: 3.4743361
Time_lapsed (hr:mm:ss) --> 01:09:45, Epoch: 228, Training loss: 2.844747
Time_lapsed (hr:mm:ss) --> 01:09:49, Epoch: 229, Training loss: 3.251456
Time_lapsed (hr:mm:ss) --> 01:09:51, Epoch: 229, Training loss: 4.0638714
Time_lapsed (hr:mm:ss) --> 01:09:52, Epoch: 229, Training loss: 2.9891207
Time_lapsed (hr:mm:ss) --> 01:09:54, Epoch: 229, Training loss: 3.4107876
Time_lapsed (hr:mm:ss) --> 01:09:56, Epoch: 229, Training loss: 3.9632566
Time_lapsed (hr:mm:ss) --> 01:09:58, Epoch: 229, Training loss: 3.3820138
Time_lapsed (hr:mm:ss) --> 01:10:00, Epoch: 229, Training loss: 3.1322129
Time_lapsed (hr:mm:ss) --> 01:10:02, Epoch: 229, Training loss: 3.417808
Time_lapsed (hr:mm:ss) --> 01:10:03, Epoch: 229, Training loss: 3.0599837
Time_lapsed (hr:mm:ss) --> 01:10:07, Epoch: 230, Training loss: 4.2873144
Time_lapsed (hr:mm:ss) --> 01:10:09, Epoch: 230, Training loss: 3.7162068
Time_lapsed (hr:mm:ss) --> 01:10:11, Epoch: 230, Training loss: 3.065926
Time_lapsed (hr:mm:ss) --> 01:10:13, Epoch: 230, Training loss: 3.792575
Time_lapsed (hr:mm:ss) --> 01:10:14, Epoch: 230, Training loss: 3.6523147
Time_lapsed (hr:mm:ss) --> 01:10:16, Epoch: 230, Training loss: 3.6578648
Time_lapsed (hr:mm:ss) --> 01:10:18, Epoch: 230, Training loss: 3.3065577
Time_lapsed (hr:mm:ss) --> 01:10:20, Epoch: 230, Training loss: 3.562226
Time_lapsed (hr:mm:ss) --> 01:10:22, Epoch: 230, Training loss: 3.1844766
Time_lapsed (hr:mm:ss) --> 01:10:26, Epoch: 231, Training loss: 3.2650728
Time_lapsed (hr:mm:ss) --> 01:10:27, Epoch: 231, Training loss: 3.8822591
Time_lapsed (hr:mm:ss) --> 01:10:29, Epoch: 231, Training loss: 3.1658926
Time_lapsed (hr:mm:ss) --> 01:10:31, Epoch: 231, Training loss: 3.2113597
Time_lapsed (hr:mm:ss) --> 01:10:33, Epoch: 231, Training loss: 3.5388675
Time_lapsed (hr:mm:ss) --> 01:10:35, Epoch: 231, Training loss: 3.4713037
Time_lapsed (hr:mm:ss) --> 01:10:37, Epoch: 231, Training loss: 3.1174216
Time_lapsed (hr:mm:ss) --> 01:10:38, Epoch: 231, Training loss: 3.572168
Time_lapsed (hr:mm:ss) --> 01:10:40, Epoch: 231, Training loss: 3.9705608
Time_lapsed (hr:mm:ss) --> 01:10:44, Epoch: 232, Training loss: 3.4103649
Time_lapsed (hr:mm:ss) --> 01:10:46, Epoch: 232, Training loss: 3.78861
Time_lapsed (hr:mm:ss) --> 01:10:48, Epoch: 232, Training loss: 3.2086844
Time_lapsed (hr:mm:ss) --> 01:10:49, Epoch: 232, Training loss: 3.3749793
Time_lapsed (hr:mm:ss) --> 01:10:51, Epoch: 232, Training loss: 3.6196268
Time_lapsed (hr:mm:ss) --> 01:10:53, Epoch: 232, Training loss: 3.353094
Time_lapsed (hr:mm:ss) --> 01:10:55, Epoch: 232, Training loss: 3.1852355
Time_lapsed (hr:mm:ss) --> 01:10:57, Epoch: 232, Training loss: 3.403073
Time_lapsed (hr:mm:ss) --> 01:10:59, Epoch: 232, Training loss: 3.1729429
Time_lapsed (hr:mm:ss) --> 01:11:02, Epoch: 233, Training loss: 3.3230033
Time_lapsed (hr:mm:ss) --> 01:11:04, Epoch: 233, Training loss: 4.4599247
Time_lapsed (hr:mm:ss) --> 01:11:06, Epoch: 233, Training loss: 3.2044892
Time_lapsed (hr:mm:ss) --> 01:11:08, Epoch: 233, Training loss: 3.6929374
Time_lapsed (hr:mm:ss) --> 01:11:10, Epoch: 233, Training loss: 3.2342212
Time_lapsed (hr:mm:ss) --> 01:11:12, Epoch: 233, Training loss: 3.2704456
Time_lapsed (hr:mm:ss) --> 01:11:13, Epoch: 233, Training loss: 3.1749144
Time_lapsed (hr:mm:ss) --> 01:11:15, Epoch: 233, Training loss: 3.256132
Time_lapsed (hr:mm:ss) --> 01:11:17, Epoch: 233, Training loss: 3.456635
Time_lapsed (hr:mm:ss) --> 01:11:21, Epoch: 234, Training loss: 2.824988
Time_lapsed (hr:mm:ss) --> 01:11:23, Epoch: 234, Training loss: 3.6136515
Time_lapsed (hr:mm:ss) --> 01:11:25, Epoch: 234, Training loss: 3.101638
Time_lapsed (hr:mm:ss) --> 01:11:27, Epoch: 234, Training loss: 3.390601
Time_lapsed (hr:mm:ss) --> 01:11:28, Epoch: 234, Training loss: 3.5210094
Time_lapsed (hr:mm:ss) --> 01:11:30, Epoch: 234, Training loss: 3.4000201
Time_lapsed (hr:mm:ss) --> 01:11:32, Epoch: 234, Training loss: 3.011776
Time_lapsed (hr:mm:ss) --> 01:11:34, Epoch: 234, Training loss: 3.7010634
Time_lapsed (hr:mm:ss) --> 01:11:36, Epoch: 234, Training loss: 4.387937
Time_lapsed (hr:mm:ss) --> 01:11:40, Epoch: 235, Training loss: 3.2437627
Time_lapsed (hr:mm:ss) --> 01:11:41, Epoch: 235, Training loss: 4.3105316
Time_lapsed (hr:mm:ss) --> 01:11:43, Epoch: 235, Training loss: 3.0739918
Time_lapsed (hr:mm:ss) --> 01:11:45, Epoch: 235, Training loss: 3.0602028
Time_lapsed (hr:mm:ss) --> 01:11:47, Epoch: 235, Training loss: 3.291323
Time_lapsed (hr:mm:ss) --> 01:11:49, Epoch: 235, Training loss: 3.5397506
Time_lapsed (hr:mm:ss) --> 01:11:51, Epoch: 235, Training loss: 3.5146499
Time_lapsed (hr:mm:ss) --> 01:11:52, Epoch: 235, Training loss: 3.665951
Time_lapsed (hr:mm:ss) --> 01:11:54, Epoch: 235, Training loss: 3.0573437
Time_lapsed (hr:mm:ss) --> 01:11:58, Epoch: 236, Training loss: 3.4282033
Time_lapsed (hr:mm:ss) --> 01:12:00, Epoch: 236, Training loss: 4.2007093
Time_lapsed (hr:mm:ss) --> 01:12:02, Epoch: 236, Training loss: 2.8692732
Time_lapsed (hr:mm:ss) --> 01:12:04, Epoch: 236, Training loss: 3.156145
Time_lapsed (hr:mm:ss) --> 01:12:05, Epoch: 236, Training loss: 3.543143
Time_lapsed (hr:mm:ss) --> 01:12:07, Epoch: 236, Training loss: 3.148011
Time_lapsed (hr:mm:ss) --> 01:12:09, Epoch: 236, Training loss: 3.028327
Time_lapsed (hr:mm:ss) --> 01:12:11, Epoch: 236, Training loss: 3.0978665
Time_lapsed (hr:mm:ss) --> 01:12:13, Epoch: 236, Training loss: 3.5548992
Time_lapsed (hr:mm:ss) --> 01:12:16, Epoch: 237, Training loss: 3.2802238
Time_lapsed (hr:mm:ss) --> 01:12:18, Epoch: 237, Training loss: 3.9507804
Time_lapsed (hr:mm:ss) --> 01:12:20, Epoch: 237, Training loss: 3.2098563
Time_lapsed (hr:mm:ss) --> 01:12:22, Epoch: 237, Training loss: 3.3918743
Time_lapsed (hr:mm:ss) --> 01:12:24, Epoch: 237, Training loss: 3.6283605
Time_lapsed (hr:mm:ss) --> 01:12:26, Epoch: 237, Training loss: 3.692484
Time_lapsed (hr:mm:ss) --> 01:12:28, Epoch: 237, Training loss: 3.023036
Time_lapsed (hr:mm:ss) --> 01:12:29, Epoch: 237, Training loss: 3.7450216
Time_lapsed (hr:mm:ss) --> 01:12:31, Epoch: 237, Training loss: 3.5753813
Time_lapsed (hr:mm:ss) --> 01:12:35, Epoch: 238, Training loss: 3.7017906
Time_lapsed (hr:mm:ss) --> 01:12:37, Epoch: 238, Training loss: 3.884595
Time_lapsed (hr:mm:ss) --> 01:12:39, Epoch: 238, Training loss: 3.006041
Time_lapsed (hr:mm:ss) --> 01:12:40, Epoch: 238, Training loss: 3.4144535
Time_lapsed (hr:mm:ss) --> 01:12:42, Epoch: 238, Training loss: 3.7637453
Time_lapsed (hr:mm:ss) --> 01:12:44, Epoch: 238, Training loss: 3.2943172
Time_lapsed (hr:mm:ss) --> 01:12:46, Epoch: 238, Training loss: 2.760219
Time_lapsed (hr:mm:ss) --> 01:12:48, Epoch: 238, Training loss: 3.22051
Time_lapsed (hr:mm:ss) --> 01:12:50, Epoch: 238, Training loss: 3.4472384
Time_lapsed (hr:mm:ss) --> 01:12:53, Epoch: 239, Training loss: 2.8444724
Time_lapsed (hr:mm:ss) --> 01:12:55, Epoch: 239, Training loss: 3.8120441
Time_lapsed (hr:mm:ss) --> 01:12:57, Epoch: 239, Training loss: 3.1377308
Time_lapsed (hr:mm:ss) --> 01:12:59, Epoch: 239, Training loss: 3.4185503
Time_lapsed (hr:mm:ss) --> 01:13:01, Epoch: 239, Training loss: 3.411541
Time_lapsed (hr:mm:ss) --> 01:13:02, Epoch: 239, Training loss: 2.8690257
Time_lapsed (hr:mm:ss) --> 01:13:04, Epoch: 239, Training loss: 3.2699752
Time_lapsed (hr:mm:ss) --> 01:13:06, Epoch: 239, Training loss: 3.586527
Time_lapsed (hr:mm:ss) --> 01:13:08, Epoch: 239, Training loss: 3.893919
Time_lapsed (hr:mm:ss) --> 01:13:12, Epoch: 240, Training loss: 3.6041503
Time_lapsed (hr:mm:ss) --> 01:13:14, Epoch: 240, Training loss: 3.672167
